Day,data,smoothed
2021-07-08,7.399608311934675e-05,9.068788839704595e-05
2021-07-09,7.65263429715395e-05,9.641208045224849e-05
2021-07-10,7.981802846812197e-05,0.00010260130648665442
2021-07-11,8.432865654375557e-05,0.00010924414732409831
2021-07-12,9.065241027440238e-05,0.0001163189307658002
2021-07-13,9.89599206452165e-05,0.0001237941875270711
2021-07-14,0.000109313147276339,0.00013162986251741732
2021-07-15,0.00012169192102058854,0.0001397791938968052
2021-07-16,0.00013489593559090954,0.00014819112249373279
2021-07-17,0.00014741185953599215,0.00015681303265040615
2021-07-18,0.00015898886934148927,0.00016559352518736786
2021-07-19,0.0001697627437062257,0.0001744849398100102
2021-07-20,0.00017983352160022076,0.00018344536438649067
2021-07-21,0.00018992325849256635,0.0001924398747247537
2021-07-22,0.00020002082101401822,0.00020144085373556024
2021-07-23,0.00020953283285450166,0.00021042731974869422
2021-07-24,0.00021830584714226098,0.00021938329420789215
2021-07-25,0.00022535415731625002,0.0002282953693454967
2021-07-26,0.00023089074957070372,0.00023714972323611098
2021-07-27,0.00023630229311263315,0.0002459288816810669
2021-07-28,0.00024235916868777657,0.00025460858993259824
2021-07-29,0.00024930114711782563,0.00026315511436939275
2021-07-30,0.0002574777193851385,0.00027152328379722657
2021-07-31,0.00026704426859960027,0.0002796554865762845
2021-08-01,0.00027816827935940467,0.0002874817420387529
